LotArea,OverallQual,OverallCond,GrLivArea,FullBath,BedroomAbvGr,GarageCars,SaleCondition,LotShape,GarageType,SalePrice
3363,7,5,1708,2,3,2,Normal,Reg,Detchd,130000
13173,9,5,1652,2,2,2,Normal,IR1,Attchd,325000
6955,7,5,1368,2,2,2,Partial,IR1,Attchd,202500
8072,5,5,990,1,3,2,Normal,Reg,Detchd,138000
12000,5,7,1122,1,2,2,Normal,Reg,Attchd,147000
7153,6,5,1294,2,3,2,Normal,Reg,Attchd,179200
17500,7,8,1902,2,3,2,Normal,Reg,Attchd,335000
8814,7,5,1274,2,3,2,Partial,Reg,Attchd,203000
9572,8,5,2810,2,4,2,Normal,IR1,Attchd,302000
14774,9,5,2599,2,4,3,Normal,IR1,BuiltIn,333168
8190,4,6,948,1,3,1,Normal,Reg,Detchd,119000
11075,6,5,2112,2,4,2,Normal,Reg,Attchd,206900
10226,8,5,1630,2,3,3,Normal,IR1,Attchd,295493
4230,7,5,1352,2,2,2,Partial,Reg,Attchd,208900
14781,8,5,1787,2,3,3,Normal,IR2,Attchd,275000
10215,4,5,948,1,3,1,Normal,Reg,Attchd,111000
8400,6,3,1478,1,3,2,Normal,Reg,Attchd,156500
6627,3,6,720,1,2,1,Normal,IR1,Detchd,72500
10186,7,5,1923,2,3,2,Normal,IR1,Attchd,190000
5330,4,7,708,1,2,0,Normal,Reg,NA,82500
9986,8,5,1795,2,2,3,Partial,Reg,Attchd,147000
3636,4,4,796,1,2,0,Normal,Reg,NA,55000
4270,3,6,774,1,3,0,Normal,Reg,NA,79000
6600,5,9,816,1,3,1,Normal,Reg,Attchd,130500
10440,6,7,2792,2,5,2,Normal,Reg,Detchd,256000
9084,7,5,1632,2,3,2,Normal,IR1,Attchd,176500
10000,8,5,1588,2,3,3,Normal,Reg,Attchd,227000
10780,5,5,954,1,3,2,Normal,IR1,Detchd,132500
8877,4,6,816,1,2,1,Normal,Reg,Detchd,100000
7200,5,6,1360,1,2,1,Normal,Reg,Detchd,125500
2368,5,6,1365,1,3,2,Normal,Reg,Attchd,125000
9650,6,5,1334,2,2,2,Normal,Reg,Attchd,167900
9246,5,5,1656,2,4,2,Normal,IR1,Detchd,135000
4118,4,4,693,1,2,0,Normal,IR1,NA,52500
13450,7,5,1861,2,3,2,Normal,IR1,BuiltIn,200000
9560,5,7,864,1,3,1,Normal,IR1,Attchd,128500
8294,4,5,872,1,3,4,Normal,Reg,Detchd,123000
13695,6,5,1114,1,3,2,Normal,Reg,Detchd,155000
9375,8,5,2169,2,3,2,Normal,Reg,Attchd,228500
7558,6,6,1913,1,3,2,Normal,Reg,Detchd,177000
11103,7,5,1456,2,3,2,Partial,IR1,Attchd,155835
6000,4,4,960,1,2,1,Normal,Reg,Detchd,108500
20781,7,7,2156,2,3,2,Normal,IR2,Attchd,262500
15306,8,5,1776,2,3,3,Partial,IR1,Attchd,283463
16196,7,5,1494,2,3,2,Normal,IR3,Attchd,215000
5250,8,5,2358,2,4,0,Normal,Reg,NA,122000
11643,5,5,2634,2,6,4,Normal,Reg,Detchd,200000
9247,6,6,1716,1,4,2,Normal,IR1,Attchd,171000
6000,6,9,1176,1,2,2,Normal,Reg,Detchd,134900
14720,8,5,3238,2,4,3,Normal,IR1,Attchd,410000
10316,7,5,1865,2,3,3,Normal,IR1,Attchd,235000
10192,7,6,1920,3,4,2,Normal,IR1,Attchd,170000
9477,5,5,892,1,3,1,Normal,Reg,Attchd,110000
12537,5,6,1078,1,3,2,Normal,IR1,Attchd,149900
2117,6,5,1573,2,3,2,Normal,Reg,Detchd,177500
16737,9,5,1980,2,3,3,Normal,Reg,Attchd,315000
9842,5,6,2601,3,4,2,Normal,Reg,BuiltIn,189000
16158,7,5,1530,2,3,2,Normal,IR1,Attchd,260000
12513,4,4,1738,2,4,1,Normal,IR1,Attchd,104900
8499,6,5,1412,2,3,2,Partial,IR1,BuiltIn,156932
3180,7,5,1200,2,2,2,Abnorml,Reg,Detchd,144152
7500,7,5,1674,2,3,2,Normal,Reg,Attchd,216000
9179,7,5,1790,2,3,2,Abnorml,IR1,Attchd,193000
2665,5,6,1475,2,4,1,Normal,Reg,Attchd,127000
4435,6,5,848,1,1,2,Normal,Reg,Attchd,144000
10635,8,5,1668,2,3,2,Normal,IR2,Attchd,232000
5400,4,6,1374,1,2,1,Normal,Reg,Detchd,105000
9600,6,6,1661,1,3,1,Normal,Reg,BuiltIn,165500
9750,7,6,2097,2,3,2,Normal,Reg,Detchd,274300
11400,10,5,2633,2,2,3,Normal,Reg,Attchd,466500
10625,7,5,1958,2,3,3,Normal,Reg,Attchd,250000
10991,8,5,1571,2,3,3,Partial,IR1,Attchd,239000
6292,6,5,790,1,2,1,Normal,Reg,Detchd,91000
10998,5,5,1604,2,3,2,Normal,Reg,Detchd,117000
1953,6,5,987,1,2,1,Normal,Reg,Detchd,83000
9735,5,5,1394,2,3,2,Normal,Reg,BuiltIn,167500
8212,3,3,864,1,2,1,Normal,Reg,Detchd,58500
12925,6,7,2117,2,4,2,Normal,IR1,Attchd,237500
7200,7,7,1762,1,4,2,Normal,Reg,Detchd,157000
25339,5,7,1416,2,3,2,Normal,Reg,Attchd,112000
9060,6,5,1258,1,2,1,Normal,Reg,Detchd,105000
5436,4,8,1154,1,3,1,Normal,Reg,Detchd,125500
16692,7,5,2784,3,5,2,Normal,IR1,Attchd,250000
8520,6,7,2526,2,5,1,Family,Reg,Detchd,136000
14892,9,5,1746,2,3,3,Normal,IR1,Attchd,377500
6000,6,6,1218,1,3,2,Normal,Reg,Detchd,131000
9100,7,5,1525,2,3,2,Normal,Reg,Attchd,235000
8944,5,5,1584,2,4,3,Normal,Reg,Detchd,124000
7838,5,5,900,1,3,1,Normal,Reg,Attchd,123000
10800,6,7,1912,2,3,2,Normal,Reg,Detchd,163000
4045,7,5,1500,2,2,3,Partial,Reg,Attchd,246578
12665,8,5,2482,2,4,3,Normal,IR1,BuiltIn,281213
57200,5,5,1687,1,3,2,Normal,IR1,Detchd,160000
6120,5,8,1513,1,4,1,Normal,Reg,Detchd,137500
7200,5,4,1904,1,3,1,Normal,Reg,Attchd,138000
6171,6,6,1608,2,3,1,Normal,Reg,Detchd,137450
6000,6,7,1158,1,3,1,Normal,Reg,BuiltIn,120000
7415,6,5,1593,2,3,2,Normal,IR1,Attchd,193000
6762,7,5,1294,2,2,2,Partial,Reg,Attchd,193879
15256,8,5,1464,2,3,3,Normal,IR1,Attchd,282922
10410,3,4,1214,1,3,3,Family,Reg,Detchd,105000
3842,8,5,1646,2,2,2,Normal,IR1,Attchd,275000
8445,5,7,768,1,2,2,Normal,Reg,Detchd,133000
8780,5,5,833,1,3,0,Normal,IR1,NA,112000
7740,4,7,1363,1,3,2,Normal,Reg,Detchd,125500
20544,7,6,2093,2,3,2,Normal,IR1,Attchd,215000
12420,7,5,1840,2,3,2,Normal,Reg,Attchd,230000
9600,6,8,1668,1,3,1,Normal,Reg,Attchd,140000
7200,4,5,1040,2,2,2,Normal,Reg,Detchd,90000
10994,8,5,1844,2,2,2,Abnorml,IR1,Attchd,257000
13053,6,7,1848,1,4,2,Normal,Reg,Detchd,207000
3635,7,5,1569,2,1,3,Normal,Reg,Attchd,175900
11340,4,6,2290,2,4,2,Normal,Reg,Detchd,122500
16545,8,5,2450,2,3,3,Normal,IR1,Attchd,340000
9204,5,5,1144,1,3,1,Normal,Reg,Detchd,124000
16381,6,5,1844,2,3,2,Normal,IR1,Attchd,223000
11700,6,6,1416,2,3,2,Normal,Reg,Attchd,179900
4043,6,5,1069,2,2,2,Normal,Reg,Attchd,127500
4435,6,5,848,1,1,2,Normal,Reg,Attchd,136500
19690,6,7,2201,2,4,2,Alloca,IR1,Attchd,274970
9503,5,5,1344,1,2,1,Normal,Reg,Detchd,144000
10721,6,6,1252,1,3,2,Normal,IR1,Detchd,142000
10944,7,5,2127,2,3,2,Normal,IR1,Attchd,271000
10930,5,6,1558,1,3,1,Normal,Reg,Attchd,140000
7200,5,7,804,1,2,1,Abnorml,Reg,Attchd,119000
12546,6,7,1440,2,3,2,Normal,IR1,Attchd,182900
21930,5,5,1838,2,4,2,Normal,IR3,BuiltIn,192140
4928,6,6,958,2,2,2,Normal,IR1,Attchd,143750
10800,4,6,968,2,4,1,Normal,Reg,Detchd,64500
10261,6,5,1792,2,3,2,Normal,IR1,Attchd,186500
17400,5,5,1126,2,3,2,Normal,Reg,Attchd,160000
8400,6,9,1537,1,3,2,Abnorml,Reg,Attchd,174000
9000,4,6,864,1,3,2,Normal,Reg,Detchd,120500
12444,8,5,1932,2,2,3,Partial,Reg,Attchd,394617
7407,6,7,1236,1,2,2,Normal,Reg,Attchd,149700
11584,7,6,1725,2,3,2,Normal,Reg,Attchd,197000
11526,6,7,2555,2,3,2,Normal,IR1,Detchd,191000
4426,6,5,848,1,1,2,Normal,Reg,Attchd,149300
11003,10,5,2007,2,3,3,Normal,Reg,Attchd,310000
8854,6,6,952,1,2,1,Normal,Reg,Detchd,121000
8500,7,5,1422,2,3,2,Normal,Reg,Attchd,179600
8400,6,5,913,1,3,1,Normal,Reg,Detchd,129000
26142,5,7,1188,1,3,1,Normal,IR1,Attchd,157900
10000,8,5,2090,2,3,2,Normal,Reg,Attchd,240000
11767,4,7,1346,1,2,1,Normal,Reg,Detchd,112000
1533,5,7,630,1,1,0,Abnorml,Reg,NA,92000
9000,5,5,1792,2,4,0,Normal,Reg,NA,136000
9262,8,5,1578,2,3,3,Partial,Reg,Attchd,287090
3675,5,5,1072,1,2,2,Normal,Reg,Basment,145000
17217,5,5,1140,1,3,0,Abnorml,Reg,NA,84500
7500,7,5,1221,2,2,2,Normal,Reg,Attchd,185000
7917,6,5,1647,2,3,2,Normal,Reg,Attchd,175000
13175,6,6,2073,2,3,2,Normal,Reg,Attchd,210000
9042,7,9,2340,2,4,1,Normal,Reg,Attchd,266500
9717,5,6,1078,1,2,1,Normal,Reg,Attchd,142125
9937,5,6,1256,1,3,1,Normal,Reg,Attchd,147500
